bodyPart,equipment,gifUrl,id,name,target
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/EEi_NUB0sy-La1,1672,dumbbell one arm zottman preacher curl,biceps
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Amnd_CGOF-CTgO,1292,dumbbell one leg fly on exercise ball,pectorals
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/YGWkXADdCHrCHG,0365,dumbbell over bench neutral wrist curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/K9TTTmWQHpriry,0366,dumbbell over bench one arm  neutral wrist curl,biceps
lower arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/V9m=y0XlK7ztf_,1441,dumbbell over bench one arm reverse wrist curl,forearms
lower arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/c3Z=w4WLbBDhnh,0367,dumbbell over bench one arm wrist curl,forearms
lower arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/nEPuIU9BcnYANK,0368,dumbbell over bench revers wrist curl,forearms
lower arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/0fNWZxymtE=mZJ,0369,dumbbell over bench wrist curl,forearms
back,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/zj7PyyAHLOLUcy,1329,dumbbell palm rotational bent over row,upper back
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/z+MLe4484aC1aq,1623,dumbbell palms in incline bench press,triceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/hr6DPI30n_z2lA,0370,dumbbell peacher hammer curl,biceps
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/U0+i_JthBLzoxw,0371,dumbbell plyo squat,glutes
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/jOs69Jq3sg6In9,0372,dumbbell preacher curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/gpHoiO3kg4x7OG,1673,dumbbell preacher curl over exercise ball,biceps
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/zBpahhY=VUacct,1293,dumbbell press on exercise ball,pectorals
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/LYAvlECozvO=Ch,0373,dumbbell pronate-grip triceps extension,triceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Bp-d__T8W6-uw2,0374,dumbbell prone incline curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/zMz8TCGG=pwqAO,1674,dumbbell prone incline hammer curl,biceps
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/fpqgg148i-EAk3,0375,dumbbell pullover,pectorals
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/XK28gvpqy1VCcL,1294,dumbbell pullover hip extension on exercise ball,pectorals
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/eT78fcaXGbRNi9,1295,dumbbell pullover on exercise ball,pectorals
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/+vtAqPdLvRoQl1,1700,dumbbell push press,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/aCMu5FMCEGjbk+,0376,dumbbell raise,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/lFEIHtbHTjR_6u,2292,dumbbell rear delt raise,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/q6JKUxEYh4j4NY,0377,dumbbell rear delt row_shoulder,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/gVGIJ=-Tm80IjV,0378,dumbbell rear fly,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/dtSOx2-Ud7iS7r,0380,dumbbell rear lateral raise,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/urujMf1+lYwI0L,0379,dumbbell rear lateral raise (support head),delts
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/s3iNG=lasd0wcc,0381,dumbbell rear lunge,glutes
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/yokYs2ZWZFFC8y,0382,dumbbell revers grip biceps curl,biceps
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/JOKXzoQLC24RcC,1624,dumbbell reverse bench press,pectorals
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/slonakbQBV8JAm,0383,dumbbell reverse fly,delts
back,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/wwD7sIKSsL4WNy,1330,dumbbell reverse grip incline bench one arm row,upper back
back,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/dO_fMtGZ-H=vQy,1331,dumbbell reverse grip incline bench two arm row,upper back
back,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/WUE3Di-K_F3tqJ,2327,dumbbell reverse grip row (female),upper back
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/DqPu6KZgGcvPqY,0384,dumbbell reverse preacher curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Wo9DGrYD9=UDmt,1675,dumbbell reverse spider curl,biceps
lower arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/CE1KFJGhXb2q==,0385,dumbbell reverse wrist curl,forearms
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/IxiCedp+xlfUJO,1459,dumbbell romanian deadlift,glutes
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/CJ80NNFFOBR_kB,0386,dumbbell rotation reverse fly,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/EF9IdK0C_tJlth,2397,dumbbell scott press,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/2mKaEARBsZ8LOk,0387,dumbbell seated alternate front raise,delts
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/RL+QIT-ax8ZnTj,1676,dumbbell seated alternate hammer curl on exercise ball,biceps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/8Gpm+P=7bn=Pnp,0388,dumbbell seated alternate press,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/K5c=B3VTH2BmHA,3546,dumbbell seated alternate shoulder,delts
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Tqh0Pz5pnY-kct,0389,dumbbell seated bench extension,triceps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/idgRxrW5MW+pVZ,2317,dumbbell seated bent arm lateral raise,delts
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/-EvMYEcaKShHGy,1730,dumbbell seated bent over alternate kickback,triceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/rI=jQCpFL0PRWn,1737,dumbbell seated bent over triceps extension,triceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/WhzGkffnfhorzg,1677,dumbbell seated bicep curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/a_lh=2nLOKGMgg,0390,dumbbell seated biceps curl (on stability ball),biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/uaz4zYV_lx-77h,3547,dumbbell seated biceps curl to shoulder press,biceps
lower legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/0jdLo5uZd8J6af,1379,dumbbell seated calf raise,calves
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/-qPFsfbM6I0oB+,0391,dumbbell seated curl,biceps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/EMWCZltoVODVjm,0392,dumbbell seated front raise,delts
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/OAmdujmwUi4-Wb,1678,dumbbell seated hammer curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/LRyPCM3ot84VAU,0393,dumbbell seated inner biceps curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/0bd6ATPf5prsBi,0394,dumbbell seated kickback,triceps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Hj_RBeHZBaQALc,0396,dumbbell seated lateral raise,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/6rX4n0MYtfe7DL,0395,dumbbell seated lateral raise v. 2,delts
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Y9TVZbuA865N1B,0397,dumbbell seated neutral wrist curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/A6lozs4UVc5_Ad,1679,dumbbell seated one arm bicep curl on exercise ball with leg raised,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/hTt6z-JrqwojLW,0398,dumbbell seated one arm kickback,triceps
lower arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Z0s36MxkMg=6kz,0399,dumbbell seated one arm rotate,forearms
lower legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/HY1OUC+NnDjKIY,0400,dumbbell seated one leg calf raise,calves
lower legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/KNYUlSm_rI-EBq,1380,dumbbell seated one leg calf raise - hammer grip,calves
lower legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/0f9qEtKA=2VnPC,1381,dumbbell seated one leg calf raise - palm up,calves
lower arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/PLtOyA0OhxsL6s,0401,dumbbell seated palms up wrist curl,forearms
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/n1qsJyWSWPLPR3,0402,dumbbell seated preacher curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/ntU5sqh88VTlhS,0403,dumbbell seated revers grip concentration curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/xbmEu1BNZoy1hF,1738,dumbbell seated reverse grip one arm overhead tricep extension,triceps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/3RBnNdj62IxBW8,0405,dumbbell seated shoulder press,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/owBhU82+khv6=Y,0404,dumbbell seated shoulder press (parallel grip),delts
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/iwlVFeKPQNqH1x,2188,dumbbell seated triceps extension,triceps
back,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/30Bq-n+Zrabw94,0406,dumbbell shrug,traps
waist,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/WKwnuBrpiNeafK,0407,dumbbell side bend,abs
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/eQDYVWg-qDC-8c,0408,dumbbell side lying one hand raise,delts
back,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/SG_EgSyIBUky58,3664,dumbbell side plank with rear fly,upper back
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/qLEYQPnj=iVGk7,3548,dumbbell single arm overhead carry,delts
lower legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/4ueLyOB65w29K8,0409,dumbbell single leg calf raise,calves
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/_Fe+s_ldUYAyTs,1757,dumbbell single leg deadlift,glutes
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/3pfoODiXx+2Jw0,2805,dumbbell single leg deadlift with stepbox support,glutes
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/IGXAYsvyfjQT4i,0410,dumbbell single leg split squat,quads
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/iT+Sn4qKcuvC=3,0411,dumbbell single leg squat,glutes
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/0nChph8IjGt65V,0413,dumbbell squat,glutes
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Dc6K15fQhcjcUy,3560,dumbbell standing alternate hammer curl and press,biceps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Znluef2Dci9Vc_,0414,dumbbell standing alternate overhead press,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/g+f=+3WNIggU0Y,0415,dumbbell standing alternate raise,delts
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Cyem+Y9xVCsq57,1739,dumbbell standing alternating tricep kickback,triceps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/l+oTeqvQwAho=9,2143,dumbbell standing around world,delts
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/f4SZ-QX9Sa6glY,1740,dumbbell standing bent over one arm triceps extension,triceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/QVTJJ+u4c1oYBq,1741,dumbbell standing bent over two arm triceps extension,triceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Zf6ml0LEmGzCLJ,0416,dumbbell standing biceps curl,biceps
lower legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/mUSug3G9mJIyAc,0417,dumbbell standing calf raise,calves
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/GCdu6urat5koZ4,0418,dumbbell standing concentration curl,biceps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/+7Nd+_0qLjWH29,0419,dumbbell standing front raise above head,delts
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/6GZAGQfCvnWGHi,2321,dumbbell standing inner biceps curl v. 2,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/aluQJ5=7RUSC=H,0420,dumbbell standing kickback,triceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/tFFDvXnujvyKgF,0421,dumbbell standing one arm concentration curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/h7RC0BWuLM-T3J,0422,dumbbell standing one arm curl (over incline bench),biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/CYxRhQ2m_3zOv8,1680,dumbbell standing one arm curl over incline bench,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Uvx+4DWeslIsIE,0423,dumbbell standing one arm extension,triceps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/8v-xqjaU0D-jb7,0424,dumbbell standing one arm palm in press,delts
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/ZPhBUeWHLnpzRI,0425,dumbbell standing one arm reverse curl,biceps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/rY1veZJSHfgUCG,0426,dumbbell standing overhead press,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/86jAqL8bUvuGJW,0427,dumbbell standing palms in press,delts
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/48396OvAcN7WN1,0428,dumbbell standing preacher curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/kugvb=TuTkq4q4,0429,dumbbell standing reverse curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/9f2x-ynGZo6hxR,0430,dumbbell standing triceps extension,triceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/-DDAHHeeNLivQS,2293,dumbbell standing zottman preacher curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/xyluJqSO9g4tRx,1684,dumbbell step up single leg balance with bicep curl,biceps
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/FqaYBRFv93fNKk,0431,dumbbell step-up,glutes
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/+tb9i9W1PGRD9A,2796,dumbbell step-up lunge,quads
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/1E8DGTJtNzVagL,2812,dumbbell step-up split squat,quads
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/rv0DCl=8ESHOiZ,0432,dumbbell stiff leg deadlift,glutes
chest,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/dHSYT6fyZwJMQG,0433,dumbbell straight arm pullover,pectorals
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/RQ5Fl6W+kGMUJa,0434,dumbbell straight leg deadlift,glutes
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/g0tMCL-Ktpv7+l,2808,dumbbell sumo pull through,glutes
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/j9YHCz0MWVsFHr,2803,dumbbell supported squat,quads
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/CUtr3DkOqM2=r1,0436,dumbbell tate press,triceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/q+r_ShNSCU0rB6,1742,dumbbell tricep kickback with stork stance,triceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/kxInccEbA6HQlc,1743,dumbbell twisting bench press,triceps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/BdMRYL=elDBV_8,0437,dumbbell upright row,delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Vvy4y4rCBkGZJ0,1765,dumbbell upright row (back pov),delts
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/xxXwYQ2TKaozzM,0864,dumbbell upright shoulder external rotation,delts
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/WyXPYct6_LtEzx,5201,dumbbell waiter biceps curl,biceps
shoulders,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/pZSbMivVnJEvJS,0438,dumbbell w-press,delts
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/jEPNr9NJeDopct,0439,dumbbell zottman curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/A6fpW5Fe77+lhP,2294,dumbbell zottman preacher curl,biceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Jali-h2ZoLraJ4,2189,dumbbells seated triceps extension,triceps
chest,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/+bh4QjGipoGtFK,1167,dynamic chest stretch (male),pectorals
upper arms,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/=BL7vYIZ5-i39n,3287,elbow dips,triceps
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/v_08pulRIKnLwJ,1772,elbow lift - reverse push-up,upper back
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/-yJPAiuh5VAiaq,0443,elbow-to-knee,abs
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/KYRs+cL86278eU,3292,elevator,upper back
back,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/b66sCt-K3aEzd_,1332,exercise ball alternating arm ups,lats
back,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/CNNDLfu=M6KA5G,1333,exercise ball back extension with arms extended,spine
back,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/S6MY8xz6nlNG1_,1334,exercise ball back extension with hands behind head,spine
back,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/SAGO3MOVPyFELT,1335,exercise ball back extension with knees off ground,spine
back,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/H3U0SiB1+sprCm,1336,exercise ball back extension with rotation,spine
upper arms,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/_gxe7mc1kNm_t2,1744,exercise ball dip,triceps
upper legs,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/WvNIuv=mc=WOt7,1559,exercise ball hip flexor stretch,glutes
back,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/j=ZsyLJmhVrLpr,1338,exercise ball hug,spine
back,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/ItgKmpnFUMLDyJ,1339,exercise ball lat stretch,lats
back,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/B1rLkio_ypgleN,1341,exercise ball lower back stretch (pyramid),lats
back,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/S3kk3sdhIusp1F,1342,exercise ball lying side lat stretch,lats
lower legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/H7+qoEfbT0=_VO,1382,exercise ball on the wall calf raise,calves
lower legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Z5Kz02UT09PQ0z,3241,exercise ball on the wall calf raise (tennis ball between ankles),calves
lower legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/T0s=z5ox4QH10J,3240,exercise ball on the wall calf raise (tennis ball between knees),calves
upper legs,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/MfbaYbD4DaNgXM,1416,exercise ball one leg prone lower body rotation,glutes
upper legs,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/rg7VwN_N9Y6+b_,1417,exercise ball one legged diagonal kick hamstring curl,glutes
chest,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/bTGgE_tIhFNciJ,1296,exercise ball pike push up,pectorals
back,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/s4a9X3t7HDPDGU,1343,exercise ball prone leg raise,spine
upper legs,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/Npd4ew8GOSwzWX,1560,exercise ball seated hamstring stretch,hamstrings
upper arms,stability ball,https://edbv2-ff7foj6vca-uc.a.run.app/image/9PXNxUH6A7UwuM,1745,exercise ball seated triceps stretch,triceps
upper arms,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/sC=i5wshOnyWBu,1746,exercise ball supine triceps extension,triceps
upper arms,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/TckwQGGuxRWmcO,1747,ez bar french press on exercise ball,triceps
back,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/GRJ2xW_PGVS+am,3010,ez bar lying bent arms pullover,lats
upper arms,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/bOAhCqKp1ftc55,1748,ez bar lying close grip triceps extension behind head,triceps
back,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Q=ti0UmnCUFKkc,1344,ez bar reverse grip bent over row,upper back
upper arms,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/8pID63zjdOBFOo,1682,ez bar seated close grip concentration curl,biceps
upper arms,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/xKSm7eQJ_wr8_F,1749,ez bar standing french press,triceps
shoulders,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/ElfbsI6_7M9HlZ,0445,ez barbell anti gravity press,delts
upper arms,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/KuL5nBQ4MgCC4q,1627,ez barbell close grip preacher curl,biceps
upper arms,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/Hk7hTpoK-JLhXN,0446,ez barbell close-grip curl,biceps
upper arms,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/o1xKU=2HoYsOiN,0447,ez barbell curl,biceps
upper arms,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/tKEQblH76mC1gI,0448,ez barbell decline close grip face press,triceps
upper arms,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/JYZUseVG65O4ZU,2186,ez barbell decline triceps extension,triceps
upper arms,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/O4+p=q+N41o+SA,0449,ez barbell incline triceps extension,triceps
upper arms,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/sjx5BEqAv0qtzT,0450,ez barbell jm bench press,triceps
upper arms,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/6UB=h5TPOl8-jN,0451,ez barbell reverse grip curl,biceps
upper arms,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/J_H0hvt6Et+X2J,0452,ez barbell reverse grip preacher curl,biceps
upper arms,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/hi6d3BdPeo9Wjf,1458,ez barbell seated curls,biceps
upper arms,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/1qgrTjpDh2BoYS,0453,ez barbell seated triceps extension,triceps
upper arms,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/KK7d+6Uhca-7v+,0454,ez barbell spider curl,biceps
upper arms,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/FSsprdOMfvUTgH,1628,ez barbell spider curl,biceps
upper arms,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/t7BS2ZQnHmGo4_,2404,ez-bar biceps curl (with arm blaster),biceps
upper arms,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/B+KsH=Iw1YgTHS,2432,ez-bar close-grip bench press,triceps
upper arms,ez barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/t34EVzZcwj+m5o,2741,ez-barbell standing wide grip biceps curl,biceps
upper legs,dumbbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/5TpPg+2zJWIetb,2133,farmers walk,quads
lower arms,barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/xD6b7jrn3zeNtD,0455,finger curls,forearms
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/jto8XBI+REAo__,3303,flag,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/7PUiNt=2I0OZwS,0456,flexion leg sit up (bent knee),abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/4-iCE1C6cxgnA9,0457,flexion leg sit up (straight arm),abs
chest,barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/mcQYD34jbShaSq,0458,floor fly (with barbell),pectorals
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/OCODLhYsQHez01,0459,flutter kicks,glutes
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/KQ7Vvq3vpWaaVG,1472,forward jump,quads
upper legs,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/uOKXrp7451HbZz,3470,forward lunge (male),glutes
upper legs,barbell,https://edbv2-ff7foj6vca-uc.a.run.app/image/8qYj-YhUlhcx-Y,3194,frankenstein squat,glutes
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/MHEnxql7P3mSlR,2429,frog crunch,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/kIvK4KidPRuGAZ,3301,frog planche,abs
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/sCeFMKegt1jNMJ,3296,front lever,abs
back,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/0Z2JMG-CRCrbtH,3295,front lever reps,upper back
waist,body weight,https://edbv2-ff7foj6vca-uc.a.run.app/image/B9oFOqPGXKd=-D,0464,front plank with twist,abs
